,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17
248,699,m1f1b,How long have you lived in neighborhood - months?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1A    NUMBER OF YEARS  o                 F1B    NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
249,700,m1f1c,How long have you lived in neighborhood - all my life?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1C   ALL MY LIFE,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
250,701,m1f2,Is the home/apartment were you currently reside owned/rented?,0,Is the home or apartment where you currently reside,Is the home or apartment where you currently reside,,F2. Is the home or apartment where you currently reside,1,Owned or being bought by someone in your family?,2,Rented?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
251,702,m1f3,Do you live in a public housing project?,0,Do you live in a public housing project?,Do you live in a public housing project?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
252,703,m1f4,Is the fed/state/local government helping to pay for your rent?,0,"Is the federal, state, or local government helping to pay for your rent?","Is the federal, state, or local government helping to pay for your rent?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
253,704,m1f5,How safe are the streets around your home at night?,0,"How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?","How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?",1,VERY SAFE,2,SAFE,3,UNSAFE,4,VERY UNSAFE,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
254,705,m1f6,About how often do you attend religious services?,0,About how often do you attend religious services?,About how often do you attend religious services?,1,Once a week or more,2,Several times a month,3,Several times a year,4,Hardly ever,5,Not at all,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
255,706,m1f7,What is your religious preference?,0,"What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?","What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?",1,NO RELIGION,2,PROTESTANT,3,CATHOLIC,4,JEWISH,5,MUSLIM,6,CHRISTIAN,7,BAPTIST,8,CHURCH OF CHRIST,9,EPISCOPALIAN,10,JEHOVAH’S WITNESS,11,LUTHERAN,12,METHODIST,13,PRESBYTERIAN,14,"OTHER, NOT SPECIFIED",101,PENTACOSTAL,102,CONSERVATIVE OTHER,103,LIBERAL OTHER,104,CONSERVATIVE PROTESTANT
256,707,m1f8,Can mother receive welfare if she is married and living with husband?,0,Now I’d like to ask you some questions about welfare and child support policies in      your city,Now I’d like to ask you some questions about welfare and child support policies in      your city,1,YES,2,NO,-2,DON’T KNOW,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
257,708,m1f9,Can mother receive welfare if she is not married and lives with BF?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
258,709,m1f10a,How long in total can a mother receive welfare (years)?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  o             F10B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
259,710,m1f10b,How long in total can a mother receive welfare (months)?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  o             F10B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
260,711,m1f11a,How long can a mother receive welfare before being required to work?-years,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  o             F11B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
261,712,m1f11b,How long can a mother receive welfare before being required to work?-months,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  o             F11B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
262,713,m1f12,"Can judge make a father pay child support, even if he wanted an abortion?",0,"Can a judge make a father pay child support, even if he wanted an abortion?","Can a judge make a father pay child support, even if he wanted an abortion?",1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
263,714,m1f13,Can blood test prove whether a man is really the father of the child?,0,Can a blood test prove whether a man is really the father of the child?,Can a blood test prove whether a man is really the father of the child?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
264,715,m1f14,Has anyone in the hospital given you information about est. paternity?,0,Has anyone at the hospital talked to you or given you information about        establishing paternity?,Has anyone at the hospital talked to you or given you information about        establishing paternity?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
265,716,m1f15,"If BF doesn't want to marry the mother, could he be required to pay child supp.?",0,"If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child","If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child",1,No chance,2,A little chance,3,A 50-50 chance,4,"A pretty good chance, or",5,An almost certain chance,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
266,717,m1g1,How is your health?,0,Now I have some questions about your health,Now I have some questions about your health,,Would you say it is,1,Excellent,2,Very good,3,Good,4,Fair,5,Poor,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
267,718,m1g2,"During the preg, how often did you drink alcohol?",0,"During your pregnancy, about how often did you drink alcoholic beverages? (HAND  CARD 4)","During your pregnancy, about how often did you drink alcoholic beverages? (HAND  CARD 4)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
268,719,m1g3,"During the preg, how often did you use drugs?",0,"During your pregnancy, about how often did you use drugs such as marijuana, crack            cocaine, or heroin? (HAND CARD 4)","During your pregnancy, about how often did you use drugs such as marijuana, crack            cocaine, or heroin? (HAND CARD 4)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
269,720,m1g4,"During the preg, how many cigarettes did you smoke?",0,"During your pregnancy, how many cigarettes did you smoke? Did you smoke…","During your pregnancy, how many cigarettes did you smoke? Did you smoke…",1,2 or more packs a day,2,1 or more but less than 2,3,Less than 1 pack a day,4,None,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
270,721,m1g5,In past yr has alc/drugs interfered with your work/relationships?,0,"In the past year, has drinking or using drugs ever interfered with your work on a job   or with your personal relationships?","In the past year, has drinking or using drugs ever interfered with your work on a job   or with your personal relationships?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
271,722,m1g6,Have you ever sought help or been treated for drug/alc problems?,0,Have you ever sought help for or been treated for drug or alcohol problems?,Have you ever sought help for or been treated for drug or alcohol problems?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
272,723,m1h2,Were you born in the U.S.?,0,Were you born in the United States?,Were you born in the United States?,1 (GO TO H2A),YES,2 (SKIP TO H2B),NO,1,AFRICA,2,ASIA,3,EUROPE,4,LATIN AMERICA,5,NON-LATIN AMERICA,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
273,724,m1h2b,Geographical region of mother's birth place,1,Were you born in the United States?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
274,725,m1h2c,In what year did you first come to the US to live?,1,Were you born in the United States?,In what year did you first come to the United States to live?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
275,726,m1h3,What is your race?,0,Which of these categories best describes your race? (HAND CARD 5),Which of these categories best describes your race? (HAND CARD 5),1,White,2,"Black, African-American",3,Asian or Pacific Islander,4,"American Indian, Eskimo, Aleut",5,"Other, not specified",101,Hispanic,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
276,727,m1h3a,Are you of Hispanic or Latino origin or descent?,1,Which of these categories best describes your race? (HAND CARD 5),Are you of Hispanic or Latino origin or descent?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
277,728,m1h3b,"Are you Mexican, Puerto Rican, Cuban or other Hispanic?",1,Which of these categories best describes your race? (HAND CARD 5),"Are you Mexican, Puerto Rican, Cuban or other Hispanic?",1,YES,2,NO,3,CUBAN?,4,"OTHER HISPANIC/LATINO, NOT SPECIFIED",101,CENTRAL AMERICAN/CARIBBEAN,102,SOUTH AMERICA,103,SPAIN/OTHER EUROPEAN COUNTRY,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
278,729,cm1edu,Mother baseline education (own report),1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
279,730,cm1ethrace,Mother race (baseline own report),1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
280,731,m1i1,What is the highest grade/years of school that you have completed?,0,Now I’d like to ask some questions about your education and work experience,Now I’d like to ask some questions about your education and work experience,1,No formal schooling,2,8th grade or less,3,"Some high school (Grades 9,10,11, & 12)",5,G.E.D,6,Some college or 2 year degree,7,Technical or trade school,8,Bachelor’s degree,9,Graduate or professional school,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
281,732,m1i2a,"When you last worked, how many hours per week did you work?",1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
282,733,m1i2b,About how much did you earn?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",About how much did you earn?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
283,734,m1i2c,Was that amount per hour/day/week/month/year/other?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",Was that:,1,YES,2,NO,3,Per week?,4,Per month?,5,Per year?,6,"Other, not specified",101,BI-WEEKLY,1,YES,2,NO,-2,DON’T KNOW,1    (GO TO SECTION J ON P. 47),YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,
284,735,m1i2d,Do you expect to work during next year?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
285,736,m1i2d1,Int Chk: Is father unknown?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
286,737,m1i2i,In what mo did you last work 2 weeks or more at a regular job?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
287,738,m1i2ii,In what yr did you last work 2 weeks or more at a regular job?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
288,739,m1i2iii,Never worked 2 consecutive weeks?,1,"In what month and year did you last work at a regular job lasting two consecutive        weeks or more for which you received a regular paycheck, either full- or part-  time?",I2III      NEVER WORKED FOR TWO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
289,740,m1i3,What is the highest grade/years of school that BF have completed?,0,Now I would like to ask some questions about [BABY’S FATHER]’s education and       employment,Now I would like to ask some questions about [BABY’S FATHER]’s education and       employment,1,No formal schooling,2,8th grade or less,3,"Some high school (Grades 9,10,11, & 12)",5,G.E.D,6,Some college or 2 year degree,7,Technical or trade school,8,Bachelor’s degree,9,Graduate or professional school,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
290,741,m1i4,What is BF's race?,0,Which of these categories best describes [BABY’S FATHER’s] race?,Which of these categories best describes [BABY’S FATHER’s] race?,1,White,2,"Black, African-American",3,Asian or Pacific Islander,4,"American Indian, Eskimo, Aleut",5,Other,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
291,742,m1i4a,Is BF of Hispanic/Latino origin or descent?,1,Which of these categories best describes [BABY’S FATHER’s] race?,Is [BABY’S FATHER] of Hispanic or Latino origin or descent?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
292,743,m1i4b,"Is BF Mexican, Puerto Rican, Cuban or other Hispanic?",1,Which of these categories best describes [BABY’S FATHER’s] race?,"Is he Mexican, Puerto Rican, Cuban or other Hispanic?",1,YES,2,NO,3,CUBAN?,4,"OTHER HISPANIC/LATINO, NOT SPECIFIED",101,CENTRAL AMERICAN/CARIBBEAN,102,SOUTH AMERICAN,-2,DON’T KNOW,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
293,744,m1i6,"What was BF doing most of last week (working, going to school,else)?",0,"What was [BABY’S FATHER] doing most of last week—working at a regular job,         going to school, or something else?","What was [BABY’S FATHER] doing most of last week—working at a regular job,         going to school, or something else?",1 (SKIP TO I7),WORKING AT A REGULAR JOB,2,LOOKING FOR WORK,3,GOING TO SCHOOL,4,UNABLE TO WORK,5,"OTHER, NOT SPECIFIED",101,INCARCERATED,102,ON VACATION,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
294,745,m1i6a1,In what mo did BF last work 2 weeks or more at a regular job?,1,"What was [BABY’S FATHER] doing most of last week—working at a regular job,         going to school, or something else?",I6A1       MONTH  oo                    I6A2       YEAR  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
295,746,m1i6a2,In what yr did BF last work 2 weeks or more at a regular job?,1,"What was [BABY’S FATHER] doing most of last week—working at a regular job,         going to school, or something else?",I6A1       MONTH  oo                    I6A2       YEAR  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
296,747,m1i6a3,BF never workd 2 consecutive weeks?,1,"What was [BABY’S FATHER] doing most of last week—working at a regular job,         going to school, or something else?",I6A3     NEVER WORKED FOR,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
297,748,m1i7,Does BF engage in any activities other than regular job to generate income?,0,"Does [BABY’S FATHER] engage in any activities, other than regular paid         employment, in order to generate income, or in exchange for meals, clothing, a        place to live, or other basic necessities?","Does [BABY’S FATHER] engage in any activities, other than regular paid         employment, in order to generate income, or in exchange for meals, clothing, a        place to live, or other basic necessities?",1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
298,749,m1i8,Does BF have physical/health condition that limits amount of work he can do?,0,Does [BABY’S FATHER] have any physical or mental health condition that limits the   kind or amount of work he can do?,Does [BABY’S FATHER] have any physical or mental health condition that limits the   kind or amount of work he can do?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
299,750,m1i9,Does BF have a problem keeping a job/friends because of drugs/alc use?,0,Does [BABY’S FATHER] have problems such as keeping a job or getting along with   family and friends because of alcohol or drug use?,Does [BABY’S FATHER] have problems such as keeping a job or getting along with   family and friends because of alcohol or drug use?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
300,751,m1i10,Int chk: Is BF married or living with baby's mother?,0,INTERVIEWER: IS BABY’S FATHER MARRIED TO OR LIVING WITH BABY’S MOTHER?,INTERVIEWER: IS BABY’S FATHER MARRIED TO OR LIVING WITH BABY’S MOTHER?,1 SKIP TO J1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
301,752,m1i11,Where does BF live most of the time?,0,Where does [BABY’S FATHER] live most of the time?,Where does [BABY’S FATHER] live most of the time?,1,He has his own place,2,He stays with his parent or other relative,3,He stays with friends,4,"Other, not specified",101,INCARCERATED,102,OUT OF AREA/COUNTRY,103,MILITARY,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
302,753,m1j1a,In last yr did you have income from earnings?,1,"In the last 12 months, did you have income from any of the following sources?         (HAND CARD 7)",J1A            Earnings,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
303,754,m1j1b,In last yr did you have income from public assistance/welfare/food stamps?,1,"In the last 12 months, did you have income from any of the following sources?         (HAND CARD 7)","J1B            Public assistance, welfare,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
304,755,m1j1c,In last yr did you have income from Unem.ins/wkmn comp/disability/SS?,1,"In the last 12 months, did you have income from any of the following sources?         (HAND CARD 7)","J1C            Unemployment insurance, workmen’s",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
305,756,m1j1d,In last yr did you have income from from family/friends?,1,"In the last 12 months, did you have income from any of the following sources?         (HAND CARD 7)",J1D            Family and friends,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
306,757,m1j1e,In last yr did you have no income?,1,"In the last 12 months, did you have income from any of the following sources?         (HAND CARD 7)",J1E            None,1,YES,2,NO,2,"$1,000 to $2,999",3,"$3,000 to $3,999",4,"$4,000 to $4,999",5,"$5,000 to $5,999",6,"$6,000 to $6,999",7,"$7,000 to $7,999",8,"$8,000 to $8,999",9,"$9,000 to $9,999",10,"$10,000 to $12,499",11,"$12,500 to $14,999",12,"$15,000 to $17,499",13,"$17,500 to $ 19,999",14,"$20,000 to $24,999",15,"$25,000 or more",-1,REFUSED,-2,DON’T KNOW
307,758,m1j2a,"In last 12 mo, about how much money did you receive from earnings?",1,"In the last 12 months, about how much did you receive from [READ ANSWERS         CHECKED IN J1]? (HAND CARD 7A) [ASK R TO GIVE AMOUNT FOR EACH            SOURCE CIRCLED IN J]",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
308,759,m1j2b,"In 12 mo, about how much money did you receive from pub. assis/welfare?",1,"In the last 12 months, about how much did you receive from [READ ANSWERS         CHECKED IN J1]? (HAND CARD 7A) [ASK R TO GIVE AMOUNT FOR EACH            SOURCE CIRCLED IN J]","Public Assistance, Welfare, etc",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
309,760,m1j2c,"In last 12 mo, about how much money did you receive from unemployment/SS/disabil",1,"In the last 12 months, about how much did you receive from [READ ANSWERS         CHECKED IN J1]? (HAND CARD 7A) [ASK R TO GIVE AMOUNT FOR EACH            SOURCE CIRCLED IN J]","Unemployment, Social Security, disability, etc",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
310,761,m1j2d,"In last 12 mo, about how much money did you receive from family/friends?",1,"In the last 12 months, about how much did you receive from [READ ANSWERS         CHECKED IN J1]? (HAND CARD 7A) [ASK R TO GIVE AMOUNT FOR EACH            SOURCE CIRCLED IN J]",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
311,762,mx1j2,"In the last 12 months, about how much money did you receive from (J1)?",1,,"In the version used in first two cities, we only ascertained total earnings (not by source)",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
312,763,m1j3,What was your total household income before taxes in the past 12 months,0,"Thinking about your income and the income of everyone else who lives with you,        what was your total household income before taxes in the past 12 months?       (HAND CARD 7B)","Thinking about your income and the income of everyone else who lives with you,        what was your total household income before taxes in the past 12 months?       (HAND CARD 7B)",1,"Under $5,000",2,"$5,000 to $9,999",3,"$10,000 to $14,999",4,"$15,000 to $19,999",5,"$20,000 to $24,999",6,"$25,000 to $34,999",7,"$35,000 to $49,999",8,"$50,000 to $74,999",9,"Greater than $75,000",-1,REFUSED,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,
313,764,m1j4,What would be the hourly wage in order for you to take a job?,0,"At the end of the month, do you usually have","At the end of the month, do you usually have",1,Some money left over,2,Just enough to make ends meet,3,Not enough to make ends meet,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
314,765,m1j5,Do you own a car?,0,Do you own a car?,Do you own a car?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
